Player Name,Matchup,Market,Odds,Trend Context,Linemate Percentage
D. Jones,@ CAR,Over 19.5 Pass Compl,-128,Hit in 3 of his last 3 away games,100%
D. Jones,@ CAR,Over 229.5 Pass + Rush Yds,-114,Hit in 3 of his last 3 away games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
M. Nabers,@ CAR,Under 13.5 1Q Rec Yds,-115,Hit in 3 of his last 3 games,100%
M. Nabers,@ CAR,Under 78.5 Rush + Rec Yds,-120,Hit in 3 of his last 3 games,100%
W. Robinson,@ CAR,Under 40.5 Rush + Rec Yds,-120,Hit in 3 of his last 3 games,100%
J. Hyatt,@ CAR,Under 9.5 Rec Yds,-115,Hit in 6 of his last 6 games,100%
C. Williams,VS NE,Under 1.5 Pass TD,-190,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
D. Swift,VS NE,Over 0.5 Anytime TD,+110,Hit in 3 of his last 3 home games,100%
C. Santos,VS NE,Under 2.5 XPM,-214,Hit in 2 of his last 2 games,100%
R. Stevenson,@ CHI,Over 0.5 Anytime TD,+165,Hit in 2 of his last 2 games,100%
D. Maye,@ CHI,Over 0.5 Pass TD,-220,Hit in 2 of his last 2 away games,100%
J. Slye,@ CHI,Under 1.5 FGM,-157,Hit in 5 of his last 5 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Slye,@ CHI,Over 1.5 XPM,-106,Hit in 2 of his last 2 games,100%
D. Mooney,@ NO,Over 0.5 Anytime TD,+200,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 2 of his last 2 away games,100%
P. Mahomes,VS DEN,Over 1.5 Pass TD,+102,Hit in 2 of his last 2 games,100%
B. Thomas,VS MIN,Over 0.5 Anytime TD,+205,Hit in 3 of his last 3 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
T. Lawrence,VS MIN,Over 0.5 Anytime TD,+340,Hit in 2 of his last 2 games,100%
J. Oliver,@ JAX,Over 0.5 Anytime TD,+650,Hit in 2 of his last 2 games,100%
J. Oliver,@ JAX,Over 0.5 Anytime TD,+650,Hit in 2 of his last 2 away games,100%
K. Hunt,VS DEN,Over 0.5 Anytime TD,-140,Hit in 4 of his last 4 games,100%
K. Hunt,VS DEN,Over 0.5 Anytime TD,-140,Hit in 3 of his last 3 home games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
C. Sutton,@ KC,Over 0.5 Anytime TD,+360,Hit in 2 of his last 2 games vs KC,100%
B. Grupe,VS ATL,Over 1.5 FGM,-120,Hit in 2 of his last 2 games,100%
Y. Koo,@ NO,Under 1.5 FGM,+125,Hit in 3 of his last 3 games,100%
Y. Koo,@ NO,Over 2.5 XPM,-115,Hit in 2 of his last 2 games,100%
Y. Koo,@ NO,Over 2.5 XPM,-115,Hit in 2 of his last 2 away games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
K. Cousins,@ NO,Over 1.5 Pass TD,-122,Hit in 2 of his last 2 games,100%
H. Butker,VS DEN,Over 1.5 FGM,-160,Hit in 2 of his last 2 games vs DEN,100%
H. Butker,VS DEN,Under 2.5 XPM,-130,Hit in 2 of his last 2 games vs DEN,100%
M. Gay,VS BUF,Over 1.5 FGM,-110,Hit in 6 of his last 6 games,100%
M. Gay,VS BUF,Over 1.5 FGM,-110,Hit in 2 of his last 2 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Flacco,VS BUF,Over 1.5 Pass TD,+136,Hit in 4 of his last 4 home games,100%
J. Flacco,VS BUF,Under 22.5 Pass Compl,-128,Hit in 2 of his last 2 games,100%
J. Flacco,VS BUF,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Taylor,VS BUF,Over 80.5 Rush Yds,-113,Hit in 2 of his last 2 home games,100%
K. Shakir,@ IND,Over 5.5 Receptions,-150,Hit in 3 of his last 3 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Allen,@ IND,Over 1.5 Pass TD,-115,Hit in 4 of his last 4 games,100%
J. Allen,@ IND,Over 1.5 Pass TD,-115,Hit in 2 of his last 2 away games,100%
J. Allen,@ IND,Over 0.5 Int,+110,Hit in 2 of his last 2 games,100%
J. Allen,@ IND,Over 5.5 Rush Att,-130,Hit in 2 of his last 2 away games,100%
D. Kincaid,@ IND,Under 4.5 Receptions,-120,Hit in 3 of his last 3 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Cook,@ IND,Over 62.5 Rush Yds,-113,Hit in 2 of his last 2 away games,100%
J. Cook,@ IND,Over 15.5 Rec Yds,-120,Hit in 2 of his last 2 games,100%
J. Cook,@ IND,Over 15.5 Rec Yds,-120,Hit in 2 of his last 2 away games,100%
J. Cook,@ IND,Over 2.5 Receptions,+105,Hit in 2 of his last 2 games,100%
C. Williams,VS NE,Under 0.5 Int,-120,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
D. Swift,VS NE,Over 17.5 Rec Yds,-113,Hit in 3 of his last 3 home games,100%
R. Stevenson,@ CHI,Over 16.5 Rec Yds,-115,Hit in 2 of his last 2 games,100%
H. Henry,@ CHI,Over 43.5 Rec Yds,-113,Hit in 3 of his last 3 games,100%
H. Henry,@ CHI,Over 43.5 Rec Yds,-113,Hit in 2 of his last 2 away games,100%
J. Taylor,VS BUF,Over 18.5 Rush Att,-102,Hit in 2 of his last 2 home games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Taylor,VS BUF,Under 3.5 Receptions,-125,Hit in 11 of his last 11 games,100%
J. Taylor,VS BUF,Over 0.5 Anytime TD,-140,Hit in 6 of his last 6 home games,100%
J. Downs,VS BUF,Under 6.5 Receptions,-135,Hit in 3 of his last 3 games,100%
J. Cook,@ IND,Over 14.5 Rush Att,-120,Hit in 2 of his last 2 away games,100%
J. Cook,@ IND,Over 0.5 Anytime TD,-105,Hit in 2 of his last 2 away games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
C. Little,VS MIN,Over 1.5 XPM,-125,Hit in 3 of his last 3 home games,100%
S. Darnold,@ JAX,Over 1.5 Pass TD,-138,Hit in 2 of his last 2 games,100%
S. Darnold,@ JAX,Over 1.5 Pass TD,-138,Hit in 3 of his last 3 away games,100%
J. Jefferson,@ JAX,Over 92.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
J. Jefferson,@ JAX,Over 6.5 Receptions,-122,Hit in 3 of his last 3 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Jefferson,@ JAX,Over 93.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 games,100%
C. McLaughlin,VS SF,Under 1.5 FGM,-150,Hit in 4 of his last 4 games,100%
C. McLaughlin,VS SF,Over 2.5 XPM,+155,Hit in 2 of his last 2 games,100%
B. Mayfield,VS SF,Over 1.5 Pass TD,+100,Hit in 6 of his last 6 games,100%
B. Mayfield,VS SF,Over 1.5 Pass TD,+100,Hit in 3 of his last 3 home games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
B. Mayfield,VS SF,Over 0.5 Int,-140,Hit in 2 of his last 2 games vs SF,100%
B. Mayfield,VS SF,Over 0.5 Int,-140,Hit in 2 of his last 2 home games,100%
B. Purdy,@ TB,Over 1.5 Pass TD,-152,Hit in 2 of his last 2 games vs TB,100%
B. Purdy,@ TB,Over 1.5 Pass TD,-152,Hit in 2 of his last 2 away games,100%
B. Purdy,@ TB,Under 0.5 Int,-150,Hit in 2 of his last 2 games vs TB,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Daniels,VS PIT,Over 43.5 Rush Yds,-115,Hit in 4 of his last 4 home games,100%
J. Daniels,VS PIT,Under 0.5 Int,-130,Hit in 4 of his last 4 games,100%
J. Oliver,@ JAX,Over 0.5 1Q Anytime TD,+4000,Hit in 2 of his last 2 away games,100%
C. Kmet,VS NE,Over 25.5 Rec Yds,-113,Hit in 3 of his last 3 home games,100%
C. Williams,VS NE,Over 18.5 Pass Compl,-110,Hit in 2 of his last 2 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
C. Williams,VS NE,Over 20.5 Rush Yds,-113,Hit in 2 of his last 2 home games,100%
D. Swift,VS NE,Over 71.5 Rush Yds,-113,Hit in 3 of his last 3 home games,100%
R. Stevenson,@ CHI,Over 2.5 Receptions,-165,Hit in 2 of his last 2 games,100%
B. Mayfield,VS SF,Under 3.5 Rush Att,-175,Hit in 2 of his last 2 games vs SF,100%
R. White,VS SF,Over 0.5 Anytime TD,+180,Hit in 3 of his last 3 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
R. White,VS SF,Over 0.5 Anytime TD,+180,Hit in 2 of his last 2 home games,100%
C. Otton,VS SF,Over 0.5 Anytime TD,+180,Hit in 2 of his last 2 games,100%
G. Kittle,@ TB,Over 0.5 Anytime TD,+135,Hit in 2 of his last 2 away games,100%
B. Purdy,@ TB,Over 0.5 Anytime TD,+490,Hit in 2 of his last 2 games,100%
C. McCaffrey,@ TB,Over 0.5 Anytime TD,-240,Hit in 3 of his last 3 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
C. McCaffrey,@ TB,Over 0.5 Anytime TD,-240,Hit in 2 of his last 2 games vs TB,100%
K. Cousins,@ NO,Under 0.5 Int,-125,Hit in 2 of his last 2 games,100%
A. Jones,@ JAX,Over 16.5 1Q Rush Yds,-113,Hit in 6 of his last 6 games,100%
A. Jones,@ JAX,Over 16.5 1Q Rush Yds,-113,Hit in 2 of his last 2 away games,100%
T. Hockenson,@ JAX,Over 3.5 Receptions,-108,Hit in 6 of his last 6 away games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
C. Kmet,VS NE,Over 2.5 Receptions,-102,Hit in 3 of his last 3 home games,100%
D. Swift,VS NE,Over 93.5 Rush + Rec Yds,-114,Hit in 3 of his last 3 home games,100%
H. Henry,@ CHI,Over 4.5 Receptions,+112,Hit in 3 of his last 3 games,100%
H. Henry,@ CHI,Over 4.5 Receptions,+112,Hit in 2 of his last 2 away games,100%
K. Boutte,@ CHI,Over 1.5 Receptions,-188,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Allen,@ IND,Over 21.5 Pass Compl,-114,Hit in 2 of his last 2 games,100%
J. Allen,@ IND,Over 32.5 Pass Att,-114,Hit in 3 of his last 3 games,100%
S. Darnold,@ JAX,Under 14.5 Rush Yds,-115,Hit in 2 of his last 2 games,100%
T. McLaurin,VS PIT,Over 4.5 Receptions,-120,Hit in 2 of his last 2 home games,100%
J. Daniels,VS PIT,Under 8.5 Rush Att,-120,Hit in 4 of his last 4 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. Wilson,@ WAS,Over 3.5 Rush Att,-150,Hit in 6 of his last 6 away games,100%
B. Mayfield,VS SF,Over 34.5 Pass Att,-120,Hit in 2 of his last 2 games vs SF,100%
B. Mayfield,VS SF,Over 34.5 Pass Att,-120,Hit in 3 of his last 3 home games,100%
B. Mayfield,VS SF,Under 12.5 Rush Yds,-115,Hit in 2 of his last 2 games vs SF,100%
B. Irving,VS SF,Over 7.5 Rush Att,-125,Hit in 5 of his last 5 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
B. Irving,VS SF,Over 2.5 Receptions,-105,Hit in 3 of his last 3 games,100%
B. Irving,VS SF,Over 2.5 Receptions,-105,Hit in 2 of his last 2 home games,100%
G. Kittle,@ TB,Over 4.5 Receptions,-114,Hit in 4 of his last 4 games,100%
G. Kittle,@ TB,Over 4.5 Receptions,-114,Hit in 2 of his last 2 away games,100%
D. Samuel,@ TB,Under 4.5 Receptions,-118,Hit in 4 of his last 4 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
D. Samuel,@ TB,Under 4.5 Receptions,-118,Hit in 2 of his last 2 games vs TB,100%
B. Purdy,@ TB,Under 31.5 Pass Att,-125,Hit in 3 of his last 3 games,100%
B. Purdy,@ TB,Under 31.5 Pass Att,-125,Hit in 2 of his last 2 games vs TB,100%
B. Purdy,@ TB,Under 21.5 Pass Compl,-115,Hit in 5 of his last 5 games,100%
B. Purdy,@ TB,Under 21.5 Pass Compl,-115,Hit in 2 of his last 2 games vs TB,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
K. Cousins,@ NO,Over 1.5 Rush Att,-135,Hit in 2 of his last 2 games,100%
K. Cousins,@ NO,Over 1.5 Rush Att,-135,Hit in 5 of his last 5 away games,100%
K. Cousins,@ NO,Under 1.5 Rush Yds,-120,Hit in 2 of his last 2 games vs NO,100%
J. Watson,VS DEN,Over 1.5 Receptions,-105,Hit in 2 of his last 2 games,100%
J. Watson,VS DEN,Over 1.5 Receptions,-105,Hit in 2 of his last 2 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
N. Gray,VS DEN,Over 1.5 Receptions,-165,Hit in 2 of his last 2 games vs DEN,100%
S. Perine,VS DEN,Over 7.5 Rec Yds,-115,Hit in 4 of his last 4 games,100%
S. Perine,VS DEN,Over 7.5 Rec Yds,-115,Hit in 2 of his last 2 home games,100%
M. Hardman,VS DEN,Over 8.5 Rec Yds,-115,Hit in 3 of his last 3 home games,100%
K. Hunt,VS DEN,Under 1.5 Receptions,-110,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
K. Hunt,VS DEN,Over 9.5 Rec Yds,-110,Hit in 2 of his last 2 home games,100%
R. Davis,@ IND,Over 5.5 Rush Att,+115,Hit in 2 of his last 2 away games,100%
J. Addison,@ JAX,Over 5.5 1Q Rec Yds,-108,Hit in 3 of his last 3 games,100%
J. Addison,@ JAX,Over 5.5 1Q Rec Yds,-108,Hit in 2 of his last 2 away games,100%
B. Mayfield,VS SF,Over 23.5 Pass Compl,-110,Hit in 5 of his last 5 home games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. White,VS SF,Over 3.5 Receptions,-145,Hit in 2 of his last 2 games vs SF,100%
R. White,VS SF,Over 3.5 Receptions,-145,Hit in 2 of his last 2 home games,100%
C. Otton,VS SF,Over 5.5 Receptions,-156,Hit in 3 of his last 3 games,100%
C. Otton,VS SF,Over 5.5 Receptions,-156,Hit in 4 of his last 4 home games,100%
G. Kittle,@ TB,Over 58.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Jennings,@ TB,Under 3.5 Receptions,-146,Hit in 3 of his last 3 games,100%
J. Jennings,@ TB,Under 3.5 Receptions,-146,Hit in 2 of his last 2 games vs TB,100%
D. Carr,VS ATL,Over 1.5 Rush Att,-110,Hit in 2 of his last 2 home games,100%
D. Carr,VS ATL,Over 2.5 Rush Yds,-110,Hit in 3 of his last 3 games vs ATL,100%
D. Carr,VS ATL,Over 2.5 Rush Yds,-110,Hit in 3 of his last 3 home games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
A. Kamara,VS ATL,Over 5.5 Receptions,-114,Hit in 3 of his last 3 games,100%
J. Watson,VS DEN,Over 16.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 games,100%
J. Watson,VS DEN,Over 16.5 Rush + Rec Yds,-110,Hit in 9 of his last 9 home games,100%
R. Wilson,@ WAS,Over 17.5 Pass Compl,-125,Hit in 2 of his last 2 away games,100%
R. Wilson,@ WAS,Over 28.5 Pass Att,-115,Hit in 2 of his last 2 away games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. Stevenson,@ CHI,Under 74.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 games,100%
D. Maye,@ CHI,Over 18.5 Pass Compl,-110,Hit in 2 of his last 2 away games,100%
D. Maye,@ CHI,Over 233.5 Pass + Rush Yds,-114,Hit in 2 of his last 2 away games,100%
J. Moody,@ TB,Over 1.5 FGM,-140,Hit in 2 of his last 2 games,100%
P. Mahomes,VS DEN,Over 230.5 Pass Yds,-113,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
P. Mahomes,VS DEN,Over 230.5 Pass Yds,-113,Hit in 4 of his last 4 games vs DEN,100%
P. Mahomes,VS DEN,Over 230.5 Pass Yds,-113,Hit in 2 of his last 2 home games,100%
J. Watson,VS DEN,Over 14.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
J. Watson,VS DEN,Over 14.5 Rec Yds,-113,Hit in 10 of his last 10 home games,100%
T. Kelce,VS DEN,Over 59.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
T. Kelce,VS DEN,Over 59.5 Rec Yds,-113,Hit in 2 of his last 2 home games,100%
T. Kelce,VS DEN,Over 6.5 Receptions,+108,Hit in 2 of his last 2 games,100%
T. Kelce,VS DEN,Over 6.5 Receptions,+108,Hit in 2 of his last 2 home games,100%
D. Hopkins,VS DEN,Over 49.5 Rec Yds,-113,Hit in 3 of his last 3 home games,100%
K. Hunt,VS DEN,Over 71.5 Rush Yds,-113,Hit in 2 of his last 2 home games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
K. Hunt,VS DEN,Over 19.5 Rush Att,+112,Hit in 4 of his last 4 games,100%
K. Hunt,VS DEN,Over 19.5 Rush Att,+112,Hit in 2 of his last 2 home games,100%
T. Franklin,@ KC,Over 17.5 Rec Yds,-113,Hit in 2 of his last 2 away games,100%
T. Franklin,@ KC,Under 1.5 Receptions,+126,Hit in 2 of his last 2 games,100%
J. Williams,@ KC,Over 35.5 Rush Yds,-113,Hit in 3 of his last 3 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Williams,@ KC,Over 35.5 Rush Yds,-113,Hit in 2 of his last 2 games vs KC,100%
J. Williams,@ KC,Over 35.5 Rush Yds,-113,Hit in 3 of his last 3 away games,100%
J. Williams,@ KC,Over 18.5 Rec Yds,-113,Hit in 2 of his last 2 away games,100%
J. Williams,@ KC,Over 10.5 Rush Att,-138,Hit in 3 of his last 3 games,100%
J. Williams,@ KC,Over 10.5 Rush Att,-138,Hit in 3 of his last 3 away games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
C. Sutton,@ KC,Under 4.5 Receptions,-138,Hit in 3 of his last 3 games vs KC,100%
N. Harris,@ WAS,Over 64.5 Rush Yds,-130,Hit in 3 of his last 3 games,100%
A. Jones,@ JAX,Over 17.5 Rush Att,-108,Hit in 2 of his last 2 games,100%
A. Jones,@ JAX,Over 17.5 Rush Att,-108,Hit in 2 of his last 2 away games,100%
T. Hockenson,@ JAX,Over 34.5 Rec Yds,-113,Hit in 6 of his last 6 away games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. Odunze,VS NE,Over 40.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
D. Maye,@ CHI,Over 28.5 Rush Yds,-113,Hit in 2 of his last 2 games,100%
B. Mayfield,VS SF,Over 245.5 Pass Yds,-113,Hit in 3 of his last 3 home games,100%
B. Mayfield,VS SF,Under 50.5 1Q Pass Yds,-111,Hit in 2 of his last 2 games,100%
B. Mayfield,VS SF,Under 50.5 1Q Pass Yds,-111,Hit in 2 of his last 2 games vs SF,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
C. Otton,VS SF,Under 58.5 Rec Yds,-113,Hit in 2 of his last 2 games vs SF,100%
C. Otton,VS SF,Over 11.5 1Q Rec Yds,-115,Hit in 3 of his last 3 home games,100%
G. Kittle,@ TB,Over 9.5 1Q Rec Yds,-113,Hit in 2 of his last 2 games vs TB,100%
J. Jennings,@ TB,Over 4.5 1Q Rec Yds,-113,Hit in 2 of his last 2 games,100%
J. Jennings,@ TB,Over 4.5 1Q Rec Yds,-113,Hit in 3 of his last 3 away games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
D. Samuel,@ TB,Over 61.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
D. Samuel,@ TB,Over 61.5 Rec Yds,-113,Hit in 2 of his last 2 away games,100%
D. Samuel,@ TB,Over 10.5 1Q Rec Yds,-113,Hit in 3 of his last 3 games,100%
D. Samuel,@ TB,Over 10.5 1Q Rec Yds,-113,Hit in 2 of his last 2 games vs TB,100%
P. Mahomes,VS DEN,Over 51.5 1Q Pass Yds,-113,Hit in 4 of his last 4 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
P. Mahomes,VS DEN,Over 51.5 1Q Pass Yds,-113,Hit in 2 of his last 2 home games,100%
B. Nix,@ KC,Over 39.5 1Q Pass Yds,-111,Hit in 3 of his last 3 games,100%
B. Nix,@ KC,Over 39.5 1Q Pass Yds,-111,Hit in 2 of his last 2 away games,100%
J. Taylor,VS BUF,Over 21.5 1Q Rush Yds,-111,Hit in 3 of his last 3 games,100%
J. Cook,@ IND,Over 13.5 1Q Rush Yds,-115,Hit in 3 of his last 3 away games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
C. Williams,VS NE,Over 211.5 Pass Yds,-113,Hit in 2 of his last 2 home games,100%
C. Williams,VS NE,Under 52.5 1Q Pass + Rush Yds,-114,Hit in 3 of his last 3 games,100%
D. Swift,VS NE,Under 21.5 1Q Rush + Rec Yds,-113,Hit in 3 of his last 3 games,100%
K. Boutte,@ CHI,Under 0.5 1Q Rec Yds,-205,Hit in 10 of his last 10 games,100%
D. Maye,@ CHI,Over 198.5 Pass Yds,-113,Hit in 2 of his last 2 away games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
