Player Name,Matchup,Market,Odds
N. Alexander-Walker,@ CHI,Over 0.5 1Q Assists,+104
G. Antetokounmpo,VS UTA,Over 2.5 1Q Rebounds,-131
K. Johnson,VS POR,Under 3.5 1Q Points,-132
K. Johnson,VS POR,Over 0.5 Steals,-179
C. Paul,VS POR,Over 0.5 Blocks,+386
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
V. Wembanyama,VS POR,Over 3.5 Blocks,-130
V. Wembanyama,VS POR,Under 2.5 1Q Rebounds,-109
H. Barnes,VS POR,Over 0.5 Steals,-128
H. Barnes,VS POR,Under 3.5 1Q Points,-132
S. Castle,VS POR,Over 0.5 Steals,-234
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
M. Branham,VS POR,Over 0.5 Steals,+123
J. Champagnie,VS POR,Over 0.5 Steals,-199
D. Avdija,@ SAS,Over 0.5 Steals,-166
D. Avdija,@ SAS,Under 0.5 1Q Assists,+108
A. Simons,@ SAS,Under 1.5 1Q Assists,-148
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Simons,@ SAS,Over 5.5 Assists,+122
A. Simons,@ SAS,Under 0.5 1Q Rebounds,+133
D. Ayton,@ SAS,Under 0.5 1Q Assists,-254
J. Randle,@ CHI,Over 7.5 Rebounds,+102
J. Grant,@ SAS,Under 18.5 Points,-115
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. McDaniels,@ CHI,Over 9.5 Points,-118
K. George,@ MIL,Over 2.5 3PTM,-113
K. George,@ MIL,Under 2.5 Turnovers,-119
K. George,@ MIL,Under 0.5 Steals,-127
K. George,@ MIL,Over 3.5 1Q Points,-122
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
W. Kessler,@ MIL,Under 0.5 Steals,-142
W. Kessler,@ MIL,Under 2.5 1Q Points,-179
W. Kessler,@ MIL,Under 0.5 1Q Assists,-304
C. Williams,@ MIL,Under 0.5 1Q Rebounds,+123
C. Williams,@ MIL,Under 0.5 1Q Assists,-154
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
C. Williams,@ MIL,Over 1.5 1Q Points,-127
C. Williams,@ MIL,Under 0.5 Steals,-145
N. Vučević,VS MIN,Over 18.5 Points,-104
A. Dosunmu,VS MIN,Under 1.5 3PTM,-125
A. Dosunmu,VS MIN,Under 0.5 Blocks,-184
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Dosunmu,VS MIN,Over 1.5 Turnovers,-106
A. Dosunmu,VS MIN,Under 0.5 Steals,+114
A. Dosunmu,VS MIN,Under 4.5 Assists,-142
A. Dosunmu,VS MIN,Under 1.5 1Q Assists,-244
J. Randle,@ CHI,Over 4.5 Assists,-128
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. DiVincenzo,@ CHI,Over 2.5 Assists,-174
B. Lopez,VS UTA,Over 5.5 Rebounds,-118
W. Kessler,@ MIL,Under 9.5 Points,-130
J. Randle,@ CHI,Over 19.5 Points,-128
B. Lopez,VS UTA,Over 12.5 Points,-120
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
